,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,"Menor distancia absoluta entre a cidade teste e a cidade da contratacao, que precisa ser menor do que a distancia atual (d) entre a cidade da contratacao (g) e a cidade do primeiro lugar do rodizio (h), ",,,,,
,,,,,,,,,,"se essa menor distancia absoluta for igual ou menor a 49k, esse contrato tem peso 0,5 porque há alternancia com a cidade do primeiro lugar do rodizio atual (h) ",,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,"Quais cidades estao a menos de 48,49 (coluna d) de irará (coluna g)? quais delas correspondem como menor distancia que a atual em todas as linhas do produto ""mkt"" (coluna b) ?",,,,,
,,,,,,,,,,"Quais cidades estao a menos de 79 km (coluna d) de irará (coluna g)? quais delas correspondem como menor distancia que a atual em todas as linhas do produto ""mkt"" (coluna b) ?",,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,sem risco é se o maior indicativo do google for menor que o possivel google para a cidade (considerando uma correção no sistema)  ,,
ID ,Sedes vinculadas ,Produto ,empresa do rodizio a menos de 49 km da cidade contratada? ,Distancia da primeira empresa do rodizio ,Segunda distância mais proxima,cep da Contratação ,cidade da contratação ,cidade do primeiro lugar do rodízio  (empresa fornecedora mais proxima) ,distancia google maps mais proxima do rodizio ,Cidades com empresas concorrentes  no produto da linha ,,,,,
45,1 Sede - Feira de Santana,FPE,sim,"15,9","129,06",44.118-000,Matinha,Feira de Santana,16; cep não retornou,"Feira de Santana, Lauro de Freitas, Salvador, Gandu, Itabuna, Vitória da Conquista",1,,,,
46,1 Sede - Feira de Santana,FPE,não,"111,5","115,11",44.572-060,Santo Antonio de Jesus ,Gandu ,106; 105,"Feira de Santana, Lauro de Freitas, Salvador, Gandu, Itabuna, Vitória da Conquista",,,,,
47,1 Sede - Feira de Santana,FPE,não,"393,27","483,26",44.960-000,Ibititá,Feira de Santana,392; 394,"Feira de Santana, Lauro de Freitas, Salvador, Gandu, Itabuna, Vitória da Conquista",1,,,,
48,1 Sede - Feira de Santana,FPE,não,"176,35","384,22",46.165-000,Dom Basilio ,Vitoria da Conquista,190; 177,"Feira de Santana, Lauro de Freitas, Salvador, Gandu, Itabuna, Vitória da Conquista",,,,,
49,1 Sede - Feira de Santana,FPE,não,"203,21","411,08",46.140-000,Livramento de Nossa Senhora,Vitoria da Conquista,204; 233,"Feira de Santana, Lauro de Freitas, Salvador, Gandu, Itabuna, Vitória da Conquista",,,,,
50,1 Sede - Feira de Santana,FPE,não,"174,3","381,78",46.127-000,Malhada de Pedras,Vitoria da Conquista,175; 163,"Feira de Santana, Lauro de Freitas, Salvador, Gandu, Itabuna, Vitória da Conquista",,,,,
51,1 Sede - Feira de Santana,FPE,não,"101,03","340,46",46.130-000,Aracatu ,Vitoria da Conquista,102; 114,"Feira de Santana, Lauro de Freitas, Salvador, Gandu, Itabuna, Vitória da Conquista",,,,,
52,1 Sede - Feira de Santana,FPE,não,"124,25","151,64",48.490-000,Inhambupe,Feira de Santana,124; 126,"Feira de Santana, Lauro de Freitas, Salvador, Gandu, Itabuna, Vitória da Conquista",1,,,,
53,1 Sede - Feira de Santana,FPE,não,"149,45","183,69",48.370-000,Esplanada,Feira de Santana,150; 169,"Feira de Santana, Lauro de Freitas, Salvador, Gandu, Itabuna, Vitória da Conquista",1,,,,
54,1 Sede - Feira de Santana,FPE,não,"201,37","438,53",46.300-000,Caculé,Vitoria da Conquista,204; 211,"Feira de Santana, Lauro de Freitas, Salvador, Gandu, Itabuna, Vitória da Conquista",,,,,
55,1 Sede - Feira de Santana,FPE,não,"235,56",443,46.400-000,Caetité,Vitoria da Conquista,235; 245,"Feira de Santana, Lauro de Freitas, Salvador, Gandu, Itabuna, Vitória da Conquista",,,,,
